place_id,state,city,place_name,type,avg_budget,safety_score,hotel_cost_per_night,food_cost_per_day,transport_cost,railway_distance_km,bus_distance_km,airport_distance_km,family_friendly,place,good_place_1,good_place_2,bad_place_1,bad_place_2,hotel_name,women_safety,crowd_level,best_time,railway_distance,bus_distance,airport_distance,budget,lat,lng
3000,Telangana,Nizamabad,Nizamabad Monument 870,Desert,2228,7.5,3833,1354,909,19,2,32,Yes,Tourist Place,Historic Center,Lake View,Avoid dark forest roads,Avoid remote hills after sunset,ITC Grand,High,High,Morning,8,4,28,6495,27.816342,78.318277
3001,Telangana,Adilabad,Adilabad Riverfront 85,Desert,19447,7.5,2960,498,2715,15,2,45,No,Tourist Place,Local Food Street,Lake View,Avoid deserted beach areas,Avoid unsafe local alleys,Radisson Blu,Moderate,Low,Morning,13,9,14,13176,28.534928,77.357528
3002,Telangana,Karimnagar,Karimnagar Museum 149,Wildlife,13636,8.5,616,1626,531,11,3,36,Yes,Tourist Place,Local Food Street,Tourist Market,Avoid unknown shortcuts,Avoid remote hills after sunset,Taj Hotel,Moderate,High,Night,11,10,11,19800,17.159098,81.28974
3003,Tamil Nadu,Chennai,Chennai Hill 922,Nature,15704,7.3,863,1465,2739,11,2,18,No,Tourist Place,City Mall,Temple Area,Avoid deserted beach areas,Avoid unsafe local alleys,Radisson Blu,High,High,Morning,15,1,34,4043,10.905208,84.187782
3004,Tamil Nadu,Madurai,Madurai Zoo 644,Adventure,21109,9.5,3093,1299,2822,11,13,13,No,Tourist Place,Local Food Street,Temple Area,Avoid unknown shortcuts,Avoid remote hills after sunset,Taj Hotel,Moderate,Medium,Evening,14,1,21,9828,32.485031,95.683004
3005,Tamil Nadu,Ooty,Ooty Caves 149,Cultural,11954,7.4,4562,1850,597,1,1,26,Yes,Tourist Place,Historic Center,Adventure Zone,Avoid dark forest roads,Avoid crowded late-night bus stands,Treebo Residency,Moderate,High,Night,1,6,17,10442,8.339523,92.217714
3006,Tamil Nadu,Kanyakumari,Kanyakumari Monument 213,Cultural,21815,7.2,2554,1502,1226,5,14,46,No,Tourist Place,Beach Market,Tourist Market,Avoid deserted beach areas,Avoid abandoned market areas,Leela Palace,High,Low,Evening,11,5,33,14187,21.675456,74.108152
3007,Tamil Nadu,Coimbatore,Coimbatore Lake 784,Eco Tourism,5136,7.1,4545,891,1690,16,1,43,No,Tourist Place,Historic Center,Sunset Point,Avoid deserted beach areas,Avoid remote hills after sunset,Treebo Residency,Moderate,High,Night,2,5,36,10737,33.687783,85.773657
3008,Karnataka,Bengaluru,Bengaluru Waterfall 249,Desert,22632,9.8,1329,972,1791,20,12,15,Yes,Tourist Place,Beach Market,Temple Area,Avoid isolated roads at night,Avoid remote hills after sunset,ITC Grand,Moderate,Low,Morning,8,7,35,13359,33.39201,79.366838
3009,Karnataka,Mysuru,Mysuru Mosque 492,Adventure,19033,8.4,1241,950,346,3,6,26,No,Tourist Place,Shopping Street,Adventure Zone,Avoid deserted beach areas,Avoid crowded late-night bus stands,Radisson Blu,Low,High,Morning,15,5,19,24363,22.828606,92.900058
3010,Karnataka,Hampi,Hampi Lake 326,Historical,5926,8.9,1365,1862,1687,14,9,42,No,Tourist Place,City Mall,Adventure Zone,Avoid deserted beach areas,Avoid unsafe local alleys,Radisson Blu,Moderate,High,Morning,8,6,29,17994,11.511949,74.097147
3011,Karnataka,Coorg,Coorg Riverfront 912,Historical,14164,6.7,907,1518,2916,13,6,41,Yes,Tourist Place,Historic Center,Lake View,Avoid dark forest roads,Avoid crowded late-night bus stands,Treebo Residency,Low,Medium,Morning,4,3,29,10422,24.364245,89.131438
3012,Karnataka,Mangalore,Mangalore Valley 774,Spiritual,15619,9.8,2482,1117,413,15,2,27,No,Tourist Place,Shopping Street,Adventure Zone,Avoid deserted beach areas,Avoid crowded late-night bus stands,Taj Hotel,High,Low,Night,14,9,40,12992,28.961707,84.844504
3013,Kerala,Kochi,Kochi Valley 672,Nature,22929,7.9,727,589,1406,1,13,17,No,Tourist Place,City Mall,Temple Area,Avoid unknown shortcuts,Avoid abandoned market areas,ITC Grand,High,High,Morning,9,5,26,14250,15.977115,90.199828
3014,Kerala,Munnar,Munnar Temple 136,Beach,4253,9.4,3034,1768,2250,9,7,45,Yes,Tourist Place,Local Food Street,Sunset Point,Avoid isolated roads at night,Avoid crowded late-night bus stands,Leela Palace,High,High,Morning,7,1,23,15475,13.89904,84.910036
3015,Kerala,Alappuzha,Alappuzha Mosque 513,Nature,19429,7.3,3508,1121,2668,10,14,29,No,Tourist Place,City Mall,Temple Area,Avoid unknown shortcuts,Avoid crowded late-night bus stands,Radisson Blu,Low,High,Night,4,2,9,11477,29.027997,95.654968
3016,Kerala,Thekkady,Thekkady Valley 881,Wildlife,11188,9.0,3637,474,1882,15,11,31,No,Tourist Place,City Mall,Lake View,Avoid isolated roads at night,Avoid unsafe local alleys,OYO Premium,Low,Medium,Evening,4,10,11,7042,28.059029,91.770037
3017,Kerala,Wayanad,Wayanad Fort 66,Nature,23746,8.8,1092,1156,552,3,2,15,Yes,Tourist Place,Historic Center,Sunset Point,Avoid deserted beach areas,Avoid abandoned market areas,OYO Premium,High,Low,Morning,15,4,37,6186,34.462118,71.251426
3018,Maharashtra,Mumbai,Mumbai Riverfront 120,Desert,5363,9.6,1253,1823,2297,14,6,7,Yes,Tourist Place,Historic Center,Temple Area,Avoid isolated roads at night,Avoid abandoned market areas,Leela Palace,Moderate,Low,Night,1,3,34,24260,11.93596,79.406395
3019,Maharashtra,Pune,Pune Zoo 139,Eco Tourism,24689,6.9,517,471,2109,1,7,50,Yes,Tourist Place,Beach Market,Sunset Point,Avoid deserted beach areas,Avoid unsafe local alleys,OYO Premium,Moderate,Medium,Evening,3,10,8,23723,22.455363,88.032682
3020,Maharashtra,Aurangabad,Aurangabad Valley 392,Beach,15764,6.6,1194,337,2903,3,8,24,Yes,Tourist Place,Local Food Street,Lake View,Avoid dark forest roads,Avoid remote hills after sunset,Leela Palace,Moderate,Medium,Night,5,2,24,22976,19.253015,84.672111
3021,Maharashtra,Lonavala,Lonavala National Park 603,Hill Station,17105,8.7,3588,1578,2512,2,9,29,No,Tourist Place,City Mall,Adventure Zone,Avoid dark forest roads,Avoid abandoned market areas,Treebo Residency,High,Medium,Morning,6,2,28,23499,25.022547,77.295247
3022,Maharashtra,Nashik,Nashik Zoo 469,Hill Station,17836,8.4,2695,1166,1270,14,8,15,No,Tourist Place,City Mall,Tourist Market,Avoid isolated roads at night,Avoid unsafe local alleys,OYO Premium,Low,Low,Night,14,6,22,14322,11.761927,85.817835
3023,Goa,Panaji,Panaji Dam 455,Spiritual,12073,8.0,1047,992,1380,11,2,40,Yes,Tourist Place,Local Food Street,Lake View,Avoid dark forest roads,Avoid remote hills after sunset,Treebo Residency,Moderate,Medium,Night,12,2,28,16511,27.341968,81.539317
3024,Goa,Margao,Margao Zoo 72,Historical,4731,9.6,2495,1254,1375,20,8,10,No,Tourist Place,City Mall,Tourist Market,Avoid isolated roads at night,Avoid remote hills after sunset,Taj Hotel,High,High,Night,3,6,6,4883,25.752438,79.077857
3025,Goa,Mapusa,Mapusa Dam 118,Adventure,3333,8.4,4285,709,484,7,5,21,No,Tourist Place,Historic Center,Sunset Point,Avoid dark forest roads,Avoid abandoned market areas,Radisson Blu,Low,High,Evening,8,1,7,20218,27.082816,95.536386
3026,Goa,Vasco da Gama,Vasco da Gama Museum 731,Spiritual,18738,7.4,4684,770,323,16,1,43,No,Tourist Place,Shopping Street,Temple Area,Avoid deserted beach areas,Avoid abandoned market areas,Radisson Blu,Low,Medium,Night,9,10,32,22608,8.996388,68.753757
3027,Rajasthan,Jaipur,Jaipur Sanctuary 704,Desert,21315,8.7,4238,1406,222,6,2,31,Yes,Tourist Place,City Mall,Sunset Point,Avoid unknown shortcuts,Avoid remote hills after sunset,Leela Palace,Low,High,Morning,6,9,37,14760,8.415339,96.002766
3028,Rajasthan,Udaipur,Udaipur Beach 439,Nature,18511,9.7,4869,557,1539,20,9,50,No,Tourist Place,City Mall,Temple Area,Avoid unknown shortcuts,Avoid unsafe local alleys,Taj Hotel,Moderate,Low,Morning,14,2,19,20478,31.757959,82.474358
3029,Rajasthan,Jaisalmer,Jaisalmer Monument 587,Desert,20033,8.0,3780,1339,1682,2,12,26,Yes,Tourist Place,Historic Center,Adventure Zone,Avoid isolated roads at night,Avoid remote hills after sunset,Treebo Residency,Moderate,Medium,Morning,6,1,40,17823,30.625486,68.215163
3030,Rajasthan,Mount Abu,Mount Abu Island 230,Eco Tourism,17491,8.7,799,1142,2889,16,15,49,Yes,Tourist Place,Historic Center,Adventure Zone,Avoid unknown shortcuts,Avoid unsafe local alleys,Treebo Residency,Low,High,Morning,1,8,37,5750,8.38426,93.662019
3031,Rajasthan,Ajmer,Ajmer Beach 359,Spiritual,17829,7.1,1385,1894,918,3,7,30,No,Tourist Place,Shopping Street,Temple Area,Avoid unknown shortcuts,Avoid unsafe local alleys,Treebo Residency,Low,High,Morning,9,8,6,14048,12.278659,75.920333
3032,Uttar Pradesh,Agra,Agra Waterfall 155,Eco Tourism,6389,9.2,1875,1256,2884,1,15,22,Yes,Tourist Place,Shopping Street,Sunset Point,Avoid unknown shortcuts,Avoid unsafe local alleys,Treebo Residency,Moderate,Low,Morning,9,2,5,12619,8.264753,73.062861
3033,Uttar Pradesh,Varanasi,Varanasi Lake 463,Beach,12367,8.6,2983,1056,1317,5,11,12,Yes,Tourist Place,Shopping Street,Lake View,Avoid deserted beach areas,Avoid unsafe local alleys,Taj Hotel,Moderate,Medium,Evening,11,1,12,13638,15.154126,78.165431
3034,Uttar Pradesh,Lucknow,Lucknow Hill 304,Wildlife,4669,7.4,2498,1520,2195,3,4,43,No,Tourist Place,Historic Center,Temple Area,Avoid deserted beach areas,Avoid unsafe local alleys,Radisson Blu,High,Medium,Evening,11,7,9,5726,11.150699,70.892244
3035,Uttar Pradesh,Prayagraj,Prayagraj Caves 977,Cultural,4168,8.1,3519,827,581,2,14,29,Yes,Tourist Place,Beach Market,Lake View,Avoid dark forest roads,Avoid unsafe local alleys,Leela Palace,High,Medium,Morning,12,3,11,19395,8.859142,84.691132
3036,Uttar Pradesh,Mathura,Mathura Palace 500,Historical,12108,8.4,1660,798,1904,16,13,20,No,Tourist Place,Beach Market,Sunset Point,Avoid unknown shortcuts,Avoid unsafe local alleys,Treebo Residency,High,High,Evening,3,5,31,7372,12.330392,71.708242
3037,Uttarakhand,Rishikesh,Rishikesh Sanctuary 91,Wildlife,4764,7.3,1179,669,1669,11,11,11,No,Tourist Place,Historic Center,Lake View,Avoid unknown shortcuts,Avoid remote hills after sunset,Treebo Residency,Low,Medium,Morning,1,9,34,6600,14.469546,74.593268
3038,Uttarakhand,Haridwar,Haridwar Mosque 299,Hill Station,12952,7.1,1315,946,750,3,11,43,No,Tourist Place,Shopping Street,Lake View,Avoid deserted beach areas,Avoid unsafe local alleys,Treebo Residency,Low,Medium,Night,7,8,6,13196,29.619355,96.516953
3039,Uttarakhand,Nainital,Nainital Temple 486,Spiritual,5481,9.1,1735,1394,1256,18,9,14,Yes,Tourist Place,Local Food Street,Tourist Market,Avoid isolated roads at night,Avoid unsafe local alleys,OYO Premium,Low,Low,Evening,12,9,27,7793,23.991629,96.268807
3040,Uttarakhand,Mussoorie,Mussoorie Palace 129,Wildlife,16778,8.5,3509,314,1357,7,9,50,Yes,Tourist Place,Shopping Street,Lake View,Avoid unknown shortcuts,Avoid crowded late-night bus stands,ITC Grand,Moderate,Low,Evening,9,9,27,13470,19.404548,92.057034
3041,Uttarakhand,Dehradun,Dehradun Zoo 785,Historical,5902,7.9,3894,648,2092,9,11,21,Yes,Tourist Place,Beach Market,Temple Area,Avoid unknown shortcuts,Avoid remote hills after sunset,OYO Premium,High,High,Night,12,9,31,12817,23.245765,76.205723
3042,Himachal Pradesh,Shimla,Shimla Hill 695,Cultural,24823,9.7,3483,417,2252,1,12,39,Yes,Tourist Place,Historic Center,Sunset Point,Avoid unknown shortcuts,Avoid remote hills after sunset,Treebo Residency,High,Low,Evening,14,1,34,4464,31.014632,77.113314
3043,Himachal Pradesh,Manali,Manali Island 852,Cultural,21069,7.8,4973,1514,2358,4,13,26,No,Tourist Place,Local Food Street,Temple Area,Avoid deserted beach areas,Avoid abandoned market areas,ITC Grand,Low,Low,Morning,1,3,28,6775,31.789453,73.775974
3044,Himachal Pradesh,Dharamshala,Dharamshala Caves 325,Nature,2169,8.8,2156,1121,891,5,11,31,No,Tourist Place,Shopping Street,Sunset Point,Avoid isolated roads at night,Avoid unsafe local alleys,Leela Palace,Low,Medium,Morning,3,2,26,13264,13.178709,75.749826
3045,Himachal Pradesh,Kullu,Kullu Beach 746,Spiritual,19276,8.3,2430,837,2712,17,7,39,Yes,Tourist Place,Local Food Street,Lake View,Avoid deserted beach areas,Avoid abandoned market areas,Radisson Blu,High,Medium,Evening,8,1,21,20169,9.271354,89.406392
3046,Himachal Pradesh,Kasol,Kasol Beach 808,Adventure,18468,6.6,1571,1263,2300,12,11,49,No,Tourist Place,Historic Center,Tourist Market,Avoid dark forest roads,Avoid crowded late-night bus stands,Treebo Residency,Moderate,Medium,Morning,6,3,16,10906,29.278047,92.426942
3047,Jammu and Kashmir,Srinagar,Srinagar Waterfall 424,Eco Tourism,2073,8.8,3820,1671,1000,10,8,38,No,Tourist Place,Beach Market,Temple Area,Avoid unknown shortcuts,Avoid unsafe local alleys,Leela Palace,Low,Low,Morning,13,5,31,19883,17.274697,74.776356
3048,Jammu and Kashmir,Gulmarg,Gulmarg Zoo 37,Nature,20927,9.6,2930,1298,1425,3,7,25,No,Tourist Place,Beach Market,Lake View,Avoid isolated roads at night,Avoid crowded late-night bus stands,ITC Grand,Moderate,Low,Night,1,4,39,11628,30.573676,77.71938
3049,Jammu and Kashmir,Pahalgam,Pahalgam Zoo 693,Historical,7705,9.8,1889,1619,1952,5,7,36,No,Tourist Place,City Mall,Temple Area,Avoid deserted beach areas,Avoid remote hills after sunset,Taj Hotel,High,Medium,Evening,11,6,13,5744,10.937044,85.347986
3050,Jammu and Kashmir,Sonamarg,Sonamarg Garden 707,Adventure,5503,7.5,1771,1642,1566,15,8,42,Yes,Tourist Place,Shopping Street,Tourist Market,Avoid deserted beach areas,Avoid unsafe local alleys,Taj Hotel,Moderate,Medium,Night,5,6,25,17417,14.523832,85.84127
3051,West Bengal,Kolkata,Kolkata Zoo 572,Adventure,14724,8.9,4593,1390,976,18,1,29,Yes,Tourist Place,Beach Market,Temple Area,Avoid unknown shortcuts,Avoid abandoned market areas,Radisson Blu,Moderate,Medium,Morning,3,10,35,24881,10.671282,88.293854
3052,West Bengal,Darjeeling,Darjeeling Valley 655,Nature,24179,8.9,738,1018,2698,14,4,48,No,Tourist Place,Shopping Street,Sunset Point,Avoid dark forest roads,Avoid remote hills after sunset,Treebo Residency,High,Low,Night,2,4,5,14355,20.726855,95.624681
3053,West Bengal,Siliguri,Siliguri Waterfall 698,Nature,7266,6.9,676,1163,1813,20,8,38,No,Tourist Place,Shopping Street,Temple Area,Avoid deserted beach areas,Avoid remote hills after sunset,OYO Premium,High,High,Morning,14,2,39,7033,16.382519,71.652523
3054,West Bengal,Sundarbans,Sundarbans Museum 252,Desert,8994,6.9,1694,1471,2426,3,15,18,Yes,Tourist Place,Shopping Street,Lake View,Avoid dark forest roads,Avoid crowded late-night bus stands,Treebo Residency,High,High,Evening,7,2,18,4064,13.603079,80.144662
3055,Gujarat,Ahmedabad,Ahmedabad Lake 30,Eco Tourism,11627,7.1,1345,584,1523,5,14,5,No,Tourist Place,Local Food Street,Adventure Zone,Avoid unknown shortcuts,Avoid crowded late-night bus stands,Taj Hotel,Moderate,Medium,Morning,13,9,27,19291,31.060903,91.654145
3056,Gujarat,Dwarka,Dwarka Dam 658,Spiritual,16700,6.8,3216,336,2638,6,13,23,No,Tourist Place,Beach Market,Lake View,Avoid isolated roads at night,Avoid remote hills after sunset,Treebo Residency,High,Medium,Night,6,2,28,23568,34.151967,77.319215
3057,Gujarat,Gir,Gir Dam 721,Beach,11504,8.8,2139,1692,2799,4,8,29,No,Tourist Place,Shopping Street,Adventure Zone,Avoid deserted beach areas,Avoid crowded late-night bus stands,Taj Hotel,Low,Medium,Evening,11,5,16,6686,23.496471,70.498231
3058,Gujarat,Kutch,Kutch Valley 799,Beach,15903,8.0,3616,1480,1327,11,15,42,No,Tourist Place,Shopping Street,Lake View,Avoid deserted beach areas,Avoid unsafe local alleys,Leela Palace,High,Medium,Night,9,3,16,4135,26.331182,86.373154
3059,Gujarat,Somnath,Somnath National Park 516,Adventure,14293,6.9,3301,1249,2213,6,9,35,Yes,Tourist Place,City Mall,Sunset Point,Avoid dark forest roads,Avoid crowded late-night bus stands,OYO Premium,Moderate,Medium,Morning,9,7,18,6715,30.451654,83.676798
3060,Punjab,Amritsar,Amritsar Zoo 268,Desert,22081,7.4,1055,1496,357,8,8,22,No,Tourist Place,Shopping Street,Sunset Point,Avoid isolated roads at night,Avoid remote hills after sunset,Leela Palace,Moderate,Low,Evening,7,3,11,11977,34.329393,93.937899
3061,Punjab,Chandigarh,Chandigarh Beach 667,Desert,19173,7.0,4907,1356,2804,3,3,37,Yes,Tourist Place,City Mall,Sunset Point,Avoid unknown shortcuts,Avoid crowded late-night bus stands,OYO Premium,Low,High,Night,15,5,29,10487,27.401794,90.255069
3062,Punjab,Ludhiana,Ludhiana Caves 740,Beach,14837,9.4,2023,1601,1267,6,12,47,Yes,Tourist Place,City Mall,Tourist Market,Avoid deserted beach areas,Avoid crowded late-night bus stands,OYO Premium,Low,Low,Night,5,6,39,11770,13.934109,71.852906
3063,Punjab,Patiala,Patiala Beach 466,Adventure,9634,6.5,3898,1109,915,6,3,19,Yes,Tourist Place,Local Food Street,Tourist Market,Avoid unknown shortcuts,Avoid unsafe local alleys,ITC Grand,High,High,Morning,11,8,30,9976,33.691765,85.104206
3064,Bihar,Patna,Patna Sanctuary 698,Beach,8458,8.9,2344,1696,2628,10,1,40,No,Tourist Place,Shopping Street,Temple Area,Avoid unknown shortcuts,Avoid remote hills after sunset,Leela Palace,Moderate,High,Evening,10,5,23,24467,15.439468,73.789159
3065,Bihar,Gaya,Gaya Waterfall 213,Desert,18297,9.1,2139,1983,2542,14,4,26,No,Tourist Place,City Mall,Temple Area,Avoid deserted beach areas,Avoid remote hills after sunset,Leela Palace,High,High,Evening,6,6,36,17569,17.043167,85.308529
3066,Bihar,Nalanda,Nalanda Island 932,Adventure,6191,7.2,3063,430,2908,3,13,15,Yes,Tourist Place,Historic Center,Tourist Market,Avoid dark forest roads,Avoid crowded late-night bus stands,Leela Palace,Low,Low,Night,9,10,27,7353,31.795928,80.930667
3067,Bihar,Vaishali,Vaishali Church 9,Desert,10599,8.9,3336,1128,1801,8,13,26,Yes,Tourist Place,Local Food Street,Temple Area,Avoid isolated roads at night,Avoid abandoned market areas,ITC Grand,Moderate,High,Morning,14,4,30,18881,27.053336,96.173586
3068,Odisha,Puri,Puri Riverfront 290,Wildlife,9136,7.3,2957,521,254,12,6,16,No,Tourist Place,City Mall,Sunset Point,Avoid dark forest roads,Avoid remote hills after sunset,Taj Hotel,High,Low,Evening,10,9,26,22202,17.114985,88.420049
3069,Odisha,Konark,Konark Museum 62,Eco Tourism,3849,9.5,888,1095,1388,4,12,21,Yes,Tourist Place,Shopping Street,Temple Area,Avoid dark forest roads,Avoid unsafe local alleys,Leela Palace,High,Medium,Evening,12,10,6,14123,8.582779,72.310287
3070,Odisha,Bhubaneswar,Bhubaneswar Church 170,Nature,14778,7.9,1982,1079,309,14,14,32,Yes,Tourist Place,City Mall,Adventure Zone,Avoid isolated roads at night,Avoid remote hills after sunset,Taj Hotel,Moderate,Low,Evening,12,7,32,6006,11.068806,78.726973
3071,Odisha,Cuttack,Cuttack Garden 791,Historical,9528,8.4,4465,1042,399,10,9,30,No,Tourist Place,Historic Center,Temple Area,Avoid isolated roads at night,Avoid crowded late-night bus stands,Leela Palace,Low,Medium,Morning,1,2,9,18409,29.914095,68.132597
3072,Assam,Guwahati,Guwahati Lake 983,Wildlife,5533,7.4,4696,556,821,17,6,21,No,Tourist Place,Historic Center,Tourist Market,Avoid unknown shortcuts,Avoid abandoned market areas,Treebo Residency,Low,Low,Morning,8,5,29,18351,25.597499,91.258737
3073,Assam,Kaziranga,Kaziranga Fort 256,Cultural,16966,7.2,4904,1792,291,11,7,39,Yes,Tourist Place,Local Food Street,Temple Area,Avoid unknown shortcuts,Avoid remote hills after sunset,Taj Hotel,Moderate,High,Evening,15,3,9,22519,25.006234,90.50609
3074,Assam,Majuli,Majuli Mosque 52,Nature,18497,9.6,1839,569,1352,1,11,38,No,Tourist Place,City Mall,Lake View,Avoid deserted beach areas,Avoid remote hills after sunset,Taj Hotel,Moderate,Low,Evening,2,10,14,12018,30.977325,85.901313
3075,Assam,Sivasagar,Sivasagar Garden 160,Historical,19731,7.7,4976,1177,498,13,15,42,Yes,Tourist Place,City Mall,Lake View,Avoid deserted beach areas,Avoid abandoned market areas,ITC Grand,Moderate,Medium,Morning,8,1,36,5980,31.634596,84.032645
3076,Madhya Pradesh,Bhopal,Bhopal Caves 613,Cultural,20047,8.4,3519,758,2866,11,4,23,No,Tourist Place,City Mall,Temple Area,Avoid deserted beach areas,Avoid unsafe local alleys,Leela Palace,Low,Medium,Morning,7,5,31,23101,9.298826,87.713455
3077,Madhya Pradesh,Khajuraho,Khajuraho Garden 492,Eco Tourism,20858,8.8,2950,544,2725,15,14,25,No,Tourist Place,Local Food Street,Adventure Zone,Avoid unknown shortcuts,Avoid abandoned market areas,Radisson Blu,High,High,Morning,5,8,22,13794,24.154992,93.657737
3078,Madhya Pradesh,Jabalpur,Jabalpur Lake 842,Adventure,21560,8.8,2661,1912,2796,2,7,27,Yes,Tourist Place,Local Food Street,Lake View,Avoid isolated roads at night,Avoid remote hills after sunset,ITC Grand,High,Low,Evening,1,9,7,16823,24.792226,91.914996
3079,Madhya Pradesh,Indore,Indore Garden 585,Cultural,4503,7.8,1505,1526,1110,10,4,46,Yes,Tourist Place,City Mall,Temple Area,Avoid unknown shortcuts,Avoid crowded late-night bus stands,OYO Premium,Low,Low,Morning,1,4,29,11377,24.506263,94.334268
3080,Delhi,New Delhi,New Delhi Monument 718,Spiritual,22192,9.1,1495,1992,1835,7,7,30,No,Tourist Place,Historic Center,Adventure Zone,Avoid isolated roads at night,Avoid unsafe local alleys,Treebo Residency,Moderate,Medium,Morning,11,4,7,18669,12.14372,86.546483
3081,Andhra Pradesh,Vijayawada,Vijayawada Caves 413,Beach,19020,8.6,2002,346,1845,3,8,35,No,Tourist Place,Historic Center,Lake View,Avoid dark forest roads,Avoid crowded late-night bus stands,Radisson Blu,High,High,Morning,15,5,33,5589,17.819407,84.329003
3082,Andhra Pradesh,Tirupati,Tirupati National Park 331,Wildlife,17650,7.2,4169,1587,2663,15,11,44,Yes,Tourist Place,Beach Market,Adventure Zone,Avoid dark forest roads,Avoid crowded late-night bus stands,Leela Palace,Low,Low,Evening,3,3,33,20129,18.609153,87.398036
3083,Andhra Pradesh,Visakhapatnam,Visakhapatnam Riverfront 38,Nature,13957,8.7,1953,1242,1198,17,15,18,Yes,Tourist Place,Historic Center,Sunset Point,Avoid dark forest roads,Avoid unsafe local alleys,Taj Hotel,High,Low,Night,3,7,39,19863,21.033535,83.145024
3084,Andhra Pradesh,Araku Valley,Araku Valley Mosque 565,Eco Tourism,14231,9.3,4598,822,2341,13,4,6,No,Tourist Place,Beach Market,Tourist Market,Avoid isolated roads at night,Avoid abandoned market areas,Treebo Residency,Moderate,Low,Evening,2,6,34,18867,34.902914,71.882002
3085,Andhra Pradesh,Amaravati,Amaravati Island 994,Eco Tourism,14703,6.5,2694,675,2966,6,8,23,No,Tourist Place,Beach Market,Temple Area,Avoid dark forest roads,Avoid unsafe local alleys,ITC Grand,Moderate,Medium,Night,4,1,10,13293,29.59106,95.191121
3086,Telangana,Hyderabad,Hyderabad Valley 510,Desert,22490,7.5,2840,542,1641,3,2,40,No,Tourist Place,Shopping Street,Adventure Zone,Avoid isolated roads at night,Avoid abandoned market areas,ITC Grand,High,High,Night,1,3,31,17933,16.406385,82.068152
3087,Telangana,Warangal,Warangal Beach 512,Eco Tourism,4567,7.3,2040,1253,1162,17,2,16,No,Tourist Place,Shopping Street,Temple Area,Avoid isolated roads at night,Avoid crowded late-night bus stands,Treebo Residency,High,High,Evening,15,5,20,10822,32.90885,76.94118
3088,Telangana,Nizamabad,Nizamabad National Park 272,Adventure,5130,9.8,2489,1580,990,5,1,25,No,Tourist Place,City Mall,Tourist Market,Avoid unknown shortcuts,Avoid abandoned market areas,ITC Grand,High,Medium,Night,3,2,20,15463,24.358754,89.320866
3089,Telangana,Adilabad,Adilabad Garden 901,Desert,6516,8.3,4530,1484,1676,19,15,48,Yes,Tourist Place,City Mall,Temple Area,Avoid isolated roads at night,Avoid abandoned market areas,Treebo Residency,Low,Low,Night,11,4,15,21502,31.602491,76.630057
3090,Telangana,Karimnagar,Karimnagar Waterfall 403,Adventure,22162,7.8,970,1370,2084,8,2,28,Yes,Tourist Place,Historic Center,Tourist Market,Avoid isolated roads at night,Avoid unsafe local alleys,Leela Palace,Low,Low,Night,1,1,27,23778,20.537348,75.665271
3091,Tamil Nadu,Chennai,Chennai Fort 459,Adventure,21776,9.5,2583,852,1162,3,6,40,No,Tourist Place,City Mall,Adventure Zone,Avoid isolated roads at night,Avoid unsafe local alleys,ITC Grand,Moderate,Low,Night,5,2,12,20460,19.479108,86.108561
3092,Tamil Nadu,Madurai,Madurai Garden 897,Cultural,4360,7.7,3164,1248,963,2,6,9,No,Tourist Place,Shopping Street,Adventure Zone,Avoid isolated roads at night,Avoid abandoned market areas,Radisson Blu,Low,Medium,Evening,7,5,9,23504,14.085937,78.008125
3093,Tamil Nadu,Ooty,Ooty Garden 296,Historical,8426,8.7,3465,1312,1848,3,10,26,No,Tourist Place,City Mall,Lake View,Avoid dark forest roads,Avoid crowded late-night bus stands,Radisson Blu,Low,Low,Night,2,6,6,24752,19.261244,80.417929
3094,Tamil Nadu,Kanyakumari,Kanyakumari Riverfront 828,Cultural,21930,8.5,3943,1456,651,3,13,26,Yes,Tourist Place,Historic Center,Tourist Market,Avoid dark forest roads,Avoid unsafe local alleys,OYO Premium,Moderate,Medium,Evening,10,10,25,13264,20.446006,82.625313
3095,Tamil Nadu,Coimbatore,Coimbatore Waterfall 760,Adventure,3825,8.1,818,551,714,9,12,23,No,Tourist Place,Beach Market,Sunset Point,Avoid dark forest roads,Avoid crowded late-night bus stands,ITC Grand,Moderate,High,Evening,15,7,36,17953,24.51907,69.111935
3096,Karnataka,Bengaluru,Bengaluru Garden 383,Adventure,18707,8.5,2202,347,2151,8,13,37,No,Tourist Place,City Mall,Temple Area,Avoid unknown shortcuts,Avoid crowded late-night bus stands,Treebo Residency,Low,Medium,Morning,6,4,40,23684,30.607116,84.71096
3097,Karnataka,Mysuru,Mysuru Garden 17,Desert,13649,8.9,1353,1205,1651,2,2,44,Yes,Tourist Place,Shopping Street,Sunset Point,Avoid deserted beach areas,Avoid crowded late-night bus stands,Leela Palace,Low,High,Evening,7,5,31,19080,28.971286,71.17471
3098,Karnataka,Hampi,Hampi Sanctuary 7,Cultural,13733,9.2,4284,1627,2327,17,15,10,Yes,Tourist Place,City Mall,Lake View,Avoid deserted beach areas,Avoid abandoned market areas,OYO Premium,High,Low,Morning,14,3,7,22891,16.234676,76.68755
3099,Karnataka,Coorg,Coorg Hill 630,Wildlife,3678,8.5,1385,1631,2243,19,4,32,No,Tourist Place,Beach Market,Lake View,Avoid isolated roads at night,Avoid crowded late-night bus stands,OYO Premium,High,Low,Morning,1,3,30,21239,9.991244,73.04074
